results_json_path,run_dir,dataset,model,hop,method,PE,beta,num_clients,num_iter,t,alpha,device,data_loading_option,fulltraining_flag,timestamp,n_reps,mean_global_acc_pct,std_global_acc_pct,best_global_acc_pct,mean_client_acc_pct,std_client_acc_pct,best_client_acc_pct,experiment_seeds,mean_rounds_executed,mean_training_time_s,duration_s,config_hash,training_config_hash,best_eval_acc_across_reps_pct
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients2_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients2_hop1_iter50_t0.1_alpha0.5_20260501_125515.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients2_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,2,50.0,0.1,0.5,cuda,diffusion,False,20260501_125515,5,78.98,0.3033150177620626,79.4,78.97866253302215,0.345606614315786,79.4437775110044,"42,43,44,45,46",87.6,21.019000000000002,149.61509680747986,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients4_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients4_hop1_iter50_t0.1_alpha0.5_20260501_125206.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients4_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,4,50.0,0.1,0.5,cuda,diffusion,False,20260501_125206,5,75.52,1.4532721699667994,78.10000000000001,75.51488242497622,1.4337946450185166,78.05626130358326,"42,43,44,45,46",93.8,26.677599999999998,188.5225329399109,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients6_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients6_hop1_iter50_t0.1_alpha0.5_20260501_124837.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients6_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,6,50.0,0.1,0.5,cuda,diffusion,False,20260501_124837,5,72.42,1.4855975228843101,73.8,72.43161224775389,1.5315390770107655,73.88267912287276,"42,43,44,45,46",83.6,28.2624,209.13556098937988,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients8_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients8_hop1_iter50_t0.1_alpha0.5_20260501_124446.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients8_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,8,50.0,0.1,0.5,cuda,diffusion,False,20260501_124446,5,71.9,1.9131126469709052,73.9,71.84127924241301,1.9736612473778232,73.90901464390535,"42,43,44,45,46",75.8,30.064,230.27735209465027,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients10_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta1_clients10_hop1_iter50_t0.1_alpha0.5_20260501_133547.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients10_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,1.0,10,50.0,0.1,0.5,cuda,diffusion,False,20260501_133547,5,75.5,1.53785564992297,77.7,75.35456107073801,1.7043463353410824,77.77925110710132,"42,43,44,45,46",110.2,50.213,344.45111894607544,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients12_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta1_clients12_hop1_iter50_t0.1_alpha0.5_20260501_132910.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients12_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,1.0,12,50.0,0.1,0.5,cuda,diffusion,False,20260501_132910,5,74.12,1.2070625501605154,75.5,74.00853724432632,1.2600155550893761,75.65077298046738,"42,43,44,45,46",103.8,58.7598,396.6453902721405,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients14_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta1_clients14_hop1_iter50_t0.1_alpha0.5_20260501_132310.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients14_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,1.0,14,50.0,0.1,0.5,cuda,diffusion,False,20260501_132310,4,73.275,0.5852349955359828,74.0,73.0658428429312,0.4878832643800362,73.6623623696494,"43,44,45,46",99.0,61.2625,359.6168735027313,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients16_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta1_clients16_hop1_iter50_t0.1_alpha0.5_20260501_131603.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients16_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,1.0,16,50.0,0.1,0.5,cuda,diffusion,False,20260501_131603,5,72.48,1.1519548602267375,74.2,72.43902025924315,1.5551683980579583,74.84463598578299,"42,43,44,45,46",90.6,59.846399999999996,426.90423703193665,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients18_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta1_clients18_hop1_iter50_t0.1_alpha0.5_20260501_130807.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients18_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,1.0,18,50.0,0.1,0.5,cuda,diffusion,False,20260501_130807,5,72.03999999999999,1.5339491516996275,74.3,72.50185966989781,1.4484351411018306,74.29516454116506,"42,43,44,45,46",92.6,66.3652,475.41165471076965,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients1_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta1_clients1_hop1_iter50_t0.1_alpha0.5_20260501_135635.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta1_clients1_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,1.0,1,50.0,0.1,0.5,cuda,diffusion,False,20260501_135635,5,80.72000000000001,0.27748873851022865,81.0,80.72000000000001,0.27748873851022865,81.0,"42,43,44,45,46",78.4,16.8382,117.56293511390686,,,
