result_family,dataset,model,hop,method,PE,beta,num_clients,num_iter,t,alpha,n_reps,mean_acc_pct,std_acc_pct,source_files,source_summary_path,accuracy
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Adj,yes,1,10,80,1.0,0.5,10,62.96154558360595,1.5425819617578531,1,experiments/results/current/summary_current_live_preferred.csv,62.96 +/- 1.54 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Adj,yes,10000,10,80,1.0,0.5,10,62.584408369853705,1.2963477993529031,1,experiments/results/current/summary_current_live_preferred.csv,62.58 +/- 1.30 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,no,1,10,80,1.0,0.5,10,69.56587041952143,0.7530814404172188,1,experiments/results/current/summary_current_live_preferred.csv,69.57 +/- 0.75 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,no,10000,10,80,1.0,0.5,10,67.32855996543424,0.6509992649317784,1,experiments/results/current/summary_current_live_preferred.csv,67.33 +/- 0.65 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,yes,1,10,80,1.0,0.5,10,61.85358928461206,2.911246556245761,1,experiments/results/current/summary_current_live_preferred.csv,61.85 +/- 2.91 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,FedProp-Diff,yes,10000,10,80,1.0,0.5,10,62.94549719153139,1.5573022024421397,1,experiments/results/current/summary_current_live_preferred.csv,62.95 +/- 1.56 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,Full-graph,no,1,10,80,1.0,0.5,11,64.99860652073478,0.8472912337828346,2,experiments/results/current/summary_current_live_preferred.csv,65.00 +/- 0.85 (n=11)
primary_10_client,ogbn-arxiv,GCN,2,Full-graph,no,10000,10,80,1.0,0.5,11,69.40929572248626,0.2270629648975843,2,experiments/results/current/summary_current_live_preferred.csv,69.41 +/- 0.23 (n=11)
primary_10_client,ogbn-arxiv,GCN,2,Zero-hop,no,1,10,80,1.0,0.5,10,63.99995885027673,0.1518625195956376,1,experiments/results/current/summary_current_live_preferred.csv,64.00 +/- 0.15 (n=10)
primary_10_client,ogbn-arxiv,GCN,2,Zero-hop,no,10000,10,80,1.0,0.5,10,58.78711190667243,0.1827731611724666,1,experiments/results/current/summary_current_live_preferred.csv,58.79 +/- 0.18 (n=10)
